,label-coarse,label-fine,text
2999,3,4,Who is the actress Bette Davis once said she wished she looked like ?
3000,3,4,Who portrayed The Cowardly Lion in The Wizard of Oz ?
3001,1,23,What does a chiropodist treat ?
3002,0,7,What is porphyria ?
3003,5,14,What gate opened on East and West Berlin ?
3004,3,4,Who was the first king of England ?
3005,0,9,What made the Finger Lakes in western New York state ?
3006,1,1,In what movie is the number nine found in the title ?
3007,4,13,How many calories are there in soy sauce ?
3008,3,4,Who killed Kurt Cobain ?
3009,3,4,Who created the monster in Mary Shelley 's novel Frankenstein ?
3010,5,14,What 's the farthest planet from the sun ?
3011,0,9,Why does the sun shine only a short time in Alaska ?
3012,1,23,What chemical in red wine is good for the heart and what exactly does it do to your body ?
3013,0,0,How does blood clot ?
3014,4,32,How big is our galaxy in diameter ?
3015,1,26,"What product `` doubles your pleasure , doubles your fun '' ?"
3016,4,8,When is a woman most fertile ?
3017,3,4,What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?
3018,3,4,Who was the first man to return to space ?
3019,1,26,What brand of jeans did Calvin Klein admit in a 1984 interview he felt more comfortable wearing ?
3020,3,4,Who gave Abbie Hoffman his first dose of LSD ?
3021,0,12,What effect does friction have on perpetual motion ?
3022,3,6,What did the Seven Dwarfs do for a living ?
3023,3,4,What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?
3024,3,4,Who shot Billy the Kid ?
3025,0,12,What is he doing now ?
3026,3,4,What Mormon leader was said to have had 27 wives ?
3027,1,14,What video format was an alternative to VHS ?
3028,0,12,Where did the term `` 69 '' come from ?
3029,1,28,What is money made of ?
3030,5,14,What 's the name of a hotel in Indianapolis ?
3031,4,13,How many people in Tucson ?
3032,5,14,Where is Melbourne ?
3033,3,4,With whom did Bush compare Saddam Hussein ?
3034,5,18,What country was Mikhail Gorbachev the leader of ?
3035,4,45,"What is the recommended weight of a 15 year-old male that is 5 , 6 ?"
3036,3,4,What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?
3037,5,14,What is the largest county in size in Massachusetts ?
3038,3,4,What is the name of the brilliant British economist behind its creation ?
3039,3,4,Who played Sally Rogers on The Dick Van Dyke Show ?
3040,0,12,What is it like to experience a near death episode ?
3041,3,4,What mythical figure carries an hourglass and a scythe ?
3042,4,25,How much is a Canadian 1967 twenty dollar gold coin worth ?
3043,0,9,Why didn 't European colonial rule spread until after the first and second industrial revolutions ?
3044,5,14,What natural attractions draw the most visitors in the United States ?
3045,3,5,What presidential administration challenged Americans to explore The New Frontier ?
3046,4,13,How many years did Sleeping Beauty sleep ?
3047,4,27,How long does it take for your body to restore blood after you donate your blood ?
3048,0,0,How do I know someone is truly in love with me ?
3049,1,17,Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 ?
3050,0,7,What is literary criticism ?
3051,0,0,How do you throw a housewarming party ?
3052,1,29,What international sport was originally called hurley ?
3053,5,14,What river runs through Liverpool ?
3054,3,4,What famous British actor lost his voice after an operation in 1966 ?
3055,0,7,What does the term 3 mean to a newspaper editor ?
3056,3,5,What company makes impulse hardening equipment ?
3057,5,18,What country was Kim Philby really working for ?
3058,0,12,What does Freddy Freeman say to become Captain Marvel Jr. ?
3059,5,18,What country was Hitler the chancellor of ?
3060,3,4,What is Rona Barrett 's married name ?
3061,4,13,How many years make up a lustrum ?
3062,1,14,What are close encounters of the first and second kind ?
3063,3,4,Who is the mathematician that won the Noble Prize for Literature in 1950 ?
3064,3,4,Which glamorous actress is a close friend of Dick Tracy ?
3065,1,1,What 1956 Grace Metalious novel was on the best-seller list for two years ?
3066,3,5,Name the three races unleashed by the Celestials in Marvel comics .
3067,4,27,How old is the Italian artist Maurizio Pellegrin ?
3068,3,4,"What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?"
3069,0,12,What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist ?
3070,5,21,What North American city would you visit to see Cleopatra 's Needle ?
3071,4,8,When was the NFL established ?
3072,5,14,Where can I find an Ask An Expert site ?
3073,3,4,What writer-journalist made his mark describing colorful Broadway and underworld characters ?
3074,5,11,What U.S. state has the lowest highest elevation at 6 feet ?
3075,3,5,What are the residents of the island of Lesbos called ?
3076,1,14,What is the organizational structure of the New Delhi Indira Gandhi airport ?
3077,1,14,"At Christmas time , what is the traditional thing to do under the mistletoe ?"
3078,3,4,What baseball great plugged Mr. Coffee ?
3079,1,29,What international amateur sports spectacle was first telecast in 1956 ?
3080,0,12,What is the origin of the word `` amen '' ?
3081,3,4,Who 's baby was Sweet Pea on the Popeye cartoon ?
3082,5,14,Where is Mile High Stadium ?
3083,1,14,"What were Baffin , Frobisher and Franklin looking for ?"
3084,0,7,What is limbo ?
3085,5,21,What city contains the district of Hell 's Kitchen ?
3086,1,31,What interesting method was used to run the credits in the early Popeye cartoons ?
3087,1,28,What are the stars made of ?
3088,3,4,"What English physician was born on January 18 , 1779 and went on to create two important inventions ?"
3089,3,4,"Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?"
3090,4,35,How fast must a spacecraft travel to escape Earth 's gravity ?
3091,3,4,What apostle is Taylor Caldwell 's Great Lion of God ?
3092,4,13,How many rings are there on a five-zone archery target ?
3093,1,23,"What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?"
3094,1,28,"What element , from the Periodic Table , is a gas or a solid , but never a liquid ?"
3095,0,7,What is a tonne ?
3096,5,14,Which one of the Great Lakes is entirely within U.S. territory ?
3097,2,3,What is DEET ?
3098,3,5,What company sells the most greeting cards ?
3099,5,11,What U.S. state has sagebrush as its state flower ?
3100,0,7,What is the Bernoulli Principle ?
3101,3,4,What 's comic strip photographer Peter Parker 's secret identity ?
3102,0,12,What is difference between a poster and a print ?
3103,1,29,In which sport is there a `` scrum '' ?
3104,1,31,What are the best ways to improve employee morale at low cost ?
3105,5,18,What nationality is Pope John Paul II ?
3106,0,7,What is false consciousness ?
3107,0,0,How did the Great Depression affect Japan 's history ?
3108,1,14,Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right ?
3109,5,14,Where are some great educational resources for parents and teachers ?
3110,4,13,How many Israeli athletes were killed at the Munich Olympics ?
3111,1,20,What is the Scotch `` for people who know the difference '' ?
3112,4,8,When was Richard Nixon born ?
3113,5,14,What New York City landmark has 168 steps to its crown ?
3114,5,14,Where is the Bulls basketball team based ?
3115,4,27,What is the recomended age to switch a child from a crib to a bed ?
3116,3,4,Which Rockefeller was sometimes called `` JDR3 '' ?
3117,4,8,When is the Sun closest to the Earth ?
3118,0,12,What are some chemical properties of mendelevium ?
3119,4,13,What is the average hours per months spent online by AOL users ?
3120,3,4,Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?
3121,0,12,What is the origin of the word `` sideburns '' ?
3122,1,10,The trials resulting from World War II are known as what ?
3123,1,10,What started in 1849 when gold was discovered at Sutter 's Mill ?
3124,0,7,What is a First World country ?
3125,3,4,Who was Shakespeare 's Moorish general ?
3126,5,24,What 's the second-highest mountain in the world ?
3127,5,18,What country was Erich Honecker the leader of ?
3128,0,0,How does salt melt ice and snow ?
3129,5,21,"What two Japanese cities are spelled with the letters K , O , O , T and Y ?"
3130,0,7,What does laser stand for ?
3131,3,4,Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?
3132,5,14,Where did Wile E. Coyote always get his devices ?
3133,4,40,How far away is the moon ?
3134,3,4,What famous film and TV cowboy lent his name to a fast food chain ?
3135,0,7,What is mandibulofacial dysostosis ?
3136,0,9,What was the reason for the partition of the Anglican and Vatican churches ?
3137,0,7,What is Butterfield 8 in Butterfield 8 ?
3138,3,4,Who famously rode to warn the people of Massachusetts that the British were coming ?
3139,2,3,What is DTMF ?
3140,1,1,"Name a movie that the actress , Sandra Bullock , had a role in ."
3141,1,14,"What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?"
3142,3,4,Who commanded the French forces at the Battle of Orleans ?
3143,5,14,Where can an individual get a contact lens tested that burned the entire surface of eye when new ?
3144,5,18,What countries does the Mont Blanc Tunnel join ?
3145,1,44,What ill-fated craft was captained by Ernst Lehmann ?
3146,4,8,When did Amtrak begin operations ?
3147,4,13,How many bones are in the human hand ?
3148,4,13,How many chemical elements are there ?
3149,5,11,What eastern state sprouted the first commercial nuclear power plant in the U.S. ?
3150,5,18,What are the three most populated countries in the world ?
3151,3,4,Who led the opposition when Konrad Adenauer was Chancellor in Germany ?
3152,4,13,"What is the current population for these countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?"
3153,4,27,What is the youngest age a boy or girl can have an orgasm ?
3154,1,19,What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's ?
3155,0,12,What is the origin of the candy cane at Christmas ?
3156,1,26,What is the brand name of a chemical used to control ripening ?
3157,1,2,What terror of the sea did Johnny Horton sing about ?
3158,5,14,What is the largest office block in the world ?
3159,3,4,Who turned all he touched to gold ?
3160,1,23,What is the medical term for cancer of the blood ?
3161,3,4,Who plays shortstop for Charlie Brown 's baseball team ?
3162,5,18,What country did the Romans call Hibernia ?
3163,3,4,Who was the most famous food editor of The New York Times ?
3164,4,13,How many dogs pull a sled in the Iditarod ?
3165,1,20,What 's a male witch called ?
3166,4,27,How long does cocaine stay in your system ?
3167,5,18,What two countries fought the Hundred Years ' War ?
3168,3,4,Who was the last U.S. president to reinstate Selective Service registration ?
3169,4,8,"On which dates does the running of the bulls occur in Pamplona , Spain ?"
3170,3,4,What was the name of the lawyer who represented Randy Steven Craft ?
3171,0,12,What happens to used motor oil ?
3172,1,36,What is the most commonly used 1 letter word in the English language ?
3173,3,4,What actress 's autobiography is titled Shelley : Also Known as Shirley ?
3174,4,13,How many colors was the 1940s collectible called a Donald Duck Rubber Boat ?
3175,0,0,How did the 7th inning stretch get started ?
3176,3,4,Who lived on the shores of the Gitchee Gumee River ?
3177,1,14,What did Tristan come back as ?
3178,5,18,What country will hit the year 2 first ?
3179,1,19,What colors make up a rainbow ?
3180,1,10,What war did Johnny Reb and Billy Yank fight ?
3181,3,4,Who is section manager for guidance and control systems at JPL ?
3182,3,4,What is Goldfinger 's first name ?
3183,5,14,What square is the geographical center of London ?
3184,3,4,Which of the following famous people does not paint as a hobby ?
3185,5,21,What is the most populated city in the world ?
3186,4,13,How many pitchers occupy the shelf beside the crouching woman in Edgar Degas 's 1886 painting The Tub ?
3187,4,25,What is the cost of the drugs used in tuberculosis treatments ?
3188,2,3,What does JESSICA mean ?
3189,1,10,What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?
3190,1,33,Ray Charles is best known for playing what instrument ?
3191,5,14,Where did Victor Hugo spend his exile ?
3192,0,12,"What was Nine Tailors , the television show from 1974 , about ?"
3193,0,0,How does the Elongated Man know a mystery is afoot ?
3194,1,17,What food of the three bears did Goldilocks eat ?
3195,0,7,What is Boston Kreme ?
3196,3,4,Who should I call to get a tour of the New York Stock Exchange ?
3197,4,13,How many airline schools are there in the U.S. ?
3198,3,4,"What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?"
3199,0,7,What is a swatch ?
3200,0,7,What does Ouija mean ?
3201,4,13,How many major Nazi leaders went on trial after the war at Nuremberg ?
3202,1,2,What kind of fish is a coney ?
3203,5,11,What state did Helen Keller call home ?
3204,3,4,What was the name of the director of the movie `` Jaws '' ?
3205,0,12,What steps can be taken to prevent diabetes ?
3206,0,12,What were the first words spoken on a film sound track ?
3207,4,8,What year is etched on the Gold Medal of Excellence from the Paris Exposition depicted on a can of Campbell 's tomato soup ?
3208,5,18,What country 's royal house is Bourbon-Parma ?
3209,1,1,What film was Jude Law in ?
3210,3,4,Who portrayed W.C. Fields in the film W.C. Fields and Me ?
3211,1,14,What were the ceremony traditions like during the Elizabethian times ?
3212,3,5,Which college did Dikembe Mutombo play basketball at ?
3213,1,23,What is a fear of going to bed ?
3214,0,12,Where did the saying `` rule of thumb '' come from ?
3215,0,9,Why does sound travel quicker through water than air ?
3216,4,25,How much money does the Sultan of Brunei have ?
3217,5,18,What country would you visit to ski in the Dolomites ?
3218,4,8,What month 's third weekend is the Monterey Jazz Festival held on ?
3219,0,7,What is the `` Global Economy '' ?
3220,3,4,Who built the first successful stern wheel steamboat ?
3221,0,7,What is a caul ?
3222,3,4,Who was Hitler 's minister of propaganda ?
3223,3,4,Who was the first doctor to successfully transplant a liver ?
3224,0,7,What does the theory of quantum leaps mean in simpler terms ?
3225,0,7,What is a bone marrow transplant ?
3226,0,12,What is the difference between a classical and an acoustic guitar ?
3227,5,21,What African capital is named for a U.S. president ?
3228,1,37,What is the name of a language spoken by the Sioux ?
3229,5,14,What Mediterranean island is home to the first Club Med ?
3230,1,14,What does an edentulous smile lack ?
3231,1,23,What is a fear of jealousy ?
3232,5,14,Where can you find the Venus flytrap ?
3233,1,1,What is the largest sculpture in the world ?
3234,4,8,When was John D. Rockefeller born ?
3235,5,14,What building built in 18 contains 327 miles of book shelves ?
3236,0,7,What is home banking ?
3237,1,1,What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?
3238,3,4,Who was the lawyer for Randy Steven Craft ?
3239,0,0,How do hermit crabs reproduce ?
3240,3,4,Who is reputed to be the greatest maker of violins ?
3241,0,0,How do you stop junk snail mail ?
3242,3,4,What future Soviet dictator was training to be a priest when he got turned on to Marxism ?
3243,4,27,How long does James Bond like his eggs boiled ?
3244,5,21,What U.S. city 's skyline boasts the Gateway Arch ?
3245,5,14,Where is Belize located ?
3246,1,20,What 's the common name for a Japanese dwarf tree ?
3247,1,1,What did Thomas Paine write ?
3248,3,4,Who sued the Dannon yougurt company for using a character named Ron Raider for promotion ?
3249,3,4,Who was the first jockey to ride two Triple Crown winners ?
3250,1,1,What Lewis Carroll book introduced Humpty Dumpty to the world ?
3251,3,4,Who wrote Brave New World ?
3252,5,11,What state does Charles Robb represent ?
3253,0,7,What is hydroelectricity ?
3254,4,13,How many people are taller than 7 feet ?
3255,3,4,Who wrote Unsafe at Any Speed ?
3256,4,13,How many islands make up Antigua ?
3257,0,0,How does an abacus work ?
3258,0,9,What causes rust ?
3259,1,23,What is the fear of the computer called ?
3260,1,31,What is a technique popularly used to detect birth defects ?
3261,5,11,"What U.S. state boasts Stone Mountain , the world 's largest mass of exposed granite ?"
3262,3,4,What British commander surrendered to George Washington at Yorktown in 1781 ?
3263,0,12,"What according to the Kinsey Institute , is the sexual preference of four percent of American males ?"
3264,3,4,"Who created the World Wide Web , WWW ?"
3265,1,31,What is the procedure called for drilling a hole in your skull to acheive a higher consciousness ?
3266,3,4,What is the name of the president of Garmat U.S.A ?
3267,1,1,"What was the name of the television show , starring Karl Madsen , that had San Francisco in the title ?"
3268,3,4,Who were leaders of the Byzantine empire ?
3269,3,4,Who was the first President to appoint a woman to head a cabinet ?
3270,0,7,What is splatterpunk ?
3271,0,12,What is the orgin of xoxoxox ?
3272,3,5,Who built the first pyramid ?
3273,5,18,What southeast Asian country has the Wang River joining the Ping River at Tak ?
3274,5,21,"What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?"
3275,1,19,What color tennis balls are used at Wimbledon ?
3276,1,20,What is a 2-sided object called ?
3277,3,5,Name a French fascist party .
3278,1,10,Name the French historical period during the reign of Napoleon III .
3279,1,1,What movie has made the most money ?
3280,0,7,What is time ?
3281,4,13,How many states have a lottery ?
3282,5,21,"What is the name of the largest city in Chile , South America ?"
3283,1,14,What are you caught in if a haboob blows up ?
3284,4,38,What ratio of children of ages between two and eleven watch ` The Simpsons ' ?
3285,4,13,How many cities are there in Utah ?
3286,3,5,What famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat ?
3287,4,13,How many visitors go to the Vatican each year ?
3288,4,14,What is the population of Mexico ?
3289,0,0,How do you get silly putty out of fabric ?
3290,5,14,What is the best online games site ?
3291,0,9,Why is the word `` abbreviation '' so long ?
3292,4,8,What century did art 's Romantic Period begin in ?
3293,4,13,How many spaces follow a period at the end of a sentence ?
3294,0,7,What is a cake of soap ?
3295,4,8,In what year was the Berlin Wall erected ?
3296,4,45,What is the weight of a teaspoon of matter in a black hole ?
3297,4,45,What is the approximate weight of a teaspoon of matter in a black hole ?
3298,2,3,What does MSG stand for ?
3299,5,14,On what avenue is the original Saks department store located ?
3300,5,14,Where does the song Anything Goes take place ?
3301,5,14,Where was the first zoo in the U.S. ?
3302,4,40,How far is Yaroslavl from Moscow ?
3303,1,14,What is April 's gemstone ?
3304,3,4,What is the present Pope named ?
3305,3,4,Who is the nebbish that is Marvel 's official mascot ?
3306,1,17,What powdered soft drink mix went into space ?
3307,1,14,What did the Chinese emperor present to the English soldier Gordon in recognition of his services in quelling rebellions ?
3308,1,37,What is one of the languages spoken by the Sioux called ?
3309,4,13,How many bytes are in a terabyte ?
3310,3,4,Who sang the song `` Hooked on a Feeling '' in the dancing baby episode of `` Ally Mcbeal '' ?
3311,1,31,In what ways did Ivan IV support Russian expansion ?
3312,4,45,Approximately how much does a teaspoon of matter weigh in a black hole ?
3313,5,18,What country 's flag is field green ?
3314,1,29,What sport is known for hooligans ?
3315,3,4,"Who was the Columbia Pictures head who forged actor Cliff Robertson 's name on a $1 , 000 check ?"
3316,3,12,Who was Damocles ?
3317,1,29,What sport was the first televised in the U.S. ?
3318,3,4,Name Dondi 's adoptive grandfather .
3319,4,8,When was the Congress of Vienna ?
3320,0,12,What are the lyrics to `` Smelly Cat '' ?
3321,4,13,How much folic acid should a pregnant woman get each day ?
3322,4,8,What year was the first automobile manufactured ?
3323,4,13,How many colonies did Germany get to keep after World War I ?
3324,4,13,How many states have a `` lemon law '' for new automobiles ?
3325,3,4,Whose biography by Maurice Zolotow is titled Shooting Star ?
3326,1,10,What concerts are held in New York this week ?
3327,3,4,In the movie Groundshog Day what is the name of the character played by Andie MacDowell ?
3328,0,12,What are the requirements for becoming a citizen of Australia ?
3329,4,27,How old is Benny Carter ?
3330,3,5,What are the top ten all-time money making NFL teams ?
3331,1,14,What were hairy bank notes in the fur trade ?
3332,5,14,Where can I read about Chiang Kai-shek ?
3333,0,7,What is idealab ! ?
3334,5,18,What country borders the most others ?
3335,2,3,What does the E stand for in the equation E=mc2 ?
3336,5,14,"What river runs through Colorado , Kansas , and Oklahoma ?"
3337,1,44,Which airplane did Fawaz Younis hijack ?
3338,0,7,What is Win Rah ?
3339,0,9,Why is the moon different sizes and colors ?
3340,3,5,"What college enlivens Hanover , New Hampshire ?"
3341,2,3,What does VCR stand for ?
3342,0,0,How close a cousin was Franklin D. to Theodore Roosevelt ?
3343,1,1,Name a novel written by John Steinbeck .
3344,3,4,Who was the first American citizen awarded the Albert Medal of the Society of Arts ?
3345,3,4,What doctor is synonymous with footwear and foot care ?
3346,0,0,How do boats float ?
3347,4,14,"What are the shoe sizes of O 'Neal , Jordan , and Mutombo , the NBA players ?"
3348,3,4,Who founded the Unification Church ?
3349,4,13,How many zeros are there in a trillion ?
3350,1,10,"What was the name of the Crimean meeting of Roosevelt , Churchill , and Stalin ?"
3351,3,6,What are the only players eligible to score points in Roller Derby called ?
3352,4,14,What are the statistics for drunken drivers in Maryland ?
3353,3,4,What ill-fated American general dragged a bull terrier named Willie through World War II ?
3354,4,14,What 's the score of a forfeited baseball game ?
3355,5,14,Where does tuberculosis come from ?
3356,3,4,Who invented the lawnmower ?
3357,5,14,Where can I find lyrics for R&B ?
3358,1,2,What is the name of David Letterman 's dog ?
3359,3,4,What U.S. senator once played basketball for the New York Knicks ?
3360,1,29,What are the titles of some R-Rated Sony Playstation games ?
3361,1,42,What playing card symbolizes death ?
3362,0,7,What is an urban legend ?
3363,3,4,What is Li 'l Abner 's last name ?
3364,4,13,How many liberty bells have there been ?
3365,5,18,What two countries are separated by the Bering Strait ?
3366,0,7,What is Smartnet ?
3367,1,20,What is a synonym for aspartame ?
3368,5,18,Jackson Pollock is of what nationality ?
3369,0,7,"What are vermicilli , rigati , zitoni , and tubetti ?"
3370,1,26,"Name the product that is `` at your grocer 's , at your fingertips . ''"
3371,3,4,"What architect originated the glass house designed the Chicago Federal Center had a philosophy of `` less is more , '' and produced plans that were the forerunner of the California ranch house ?"
3372,4,13,How many Russians have landed on the moon ?
3373,1,17,Which thrilled taste buds first - Snickers or 3 Musketeers ?
3374,1,2,What animal do buffalo wings come from ?
3375,0,9,What is the purpose of the SysRq key on my computer keyboard ?
3376,4,8,When was Franklin D. Roosevelt stricken with polio ?
3377,0,0,How do you find out what is allowed to claim as a contibution for income tax purposes ?
3378,0,0,How do you build a solar car for a high school experiment ?
3379,5,14,Where on the Internet can I get chemicals importers ?
3380,5,18,What was the first country to put a second woman in space ?
3381,1,14,"What was the 24-disc John Gabel Entertainer the first example of , in 1960 ?"
3382,0,7,What is the feudal system ?
3383,3,4,Who shared a New York City apartment with Roger Maris the year he hit 61 home runs ?
3384,1,20,What 's the geographic term for the submerged fringe of a continent ?
3385,5,14,"What prison is found in Ossining , New York ?"
3386,5,18,What country has declared one-fifth of its territory off-limits to Russians ?
3387,0,12,What is the main application of sodium hydrosulfite ?
3388,1,1,Name the story by Chris Van Allsburg in the which a boy tries to become a great sailor ?
3389,1,14,What are the components of polyester ?
3390,1,26,What product features a frog that says `` dig 'em '' ?
3391,3,4,Who is the director of intergovernmental affairs for the San Diego county ?
3392,3,4,What Hall of Fame pitcher started three World Series Games for the New York Yankees in 1962 ?
3393,5,14,What is the longest river in the United States ?
3394,2,3,What does the channel ESPN stand for ?
3395,5,14,What river is Windsor Castle on ?
3396,1,26,What is the best brand for a laptop computer ?
3397,5,14,"Where is Natchitoches , Louisiana ?"
3398,0,7,What do pointed letters mean to a handwriting analyst ?
3399,3,5,What political party is Sinn Fein a part of ?
3400,1,10,What was Franklin Roosevelt 's program for economic recovery called during the Great Depression ?
3401,3,4,What is the name of a Greek god ?
3402,5,21,What 's the capital of Taiwan ?
3403,1,14,What did Englishman John Hawkins begin selling to New World colonists in 1562 ?
3404,4,25,What is the starting salary for beginning lawyers ?
3405,3,4,What was the man 's name who was killed in a duel with Aaron Burr ?
3406,1,14,What did Louis Cartier invent for aviator Santos Dumont in 1940 ?
3407,4,25,What will the California gas tax be in the year 2000 ?
3408,5,21,What city is served by Tempelhol Airport ?
3409,3,4,Who directed the first Woody Woodpecker cartoon ?
3410,2,3,CNN is an acronym for what ?
3411,0,12,What is the origin of the name Igor ?
3412,1,1,What was the first Gilbert and Sullivan opera ?
3413,3,4,"What two historical figures , who fought each other in a famous battle , each have a food named after them ?"
3414,5,14,Where in the United States do people live the longest ?
3415,5,18,What country in 1998 had the most suicides regardless of population size ?
3416,4,25,What is the price for tuberculosis drugs ?
3417,4,25,What was the first minimum wage ?
3418,0,12,What is the difference between a college and a university ?
3419,1,28,What substance did Joseph Priestley name for its ability to erase pencil marks ?
3420,0,12,What are the limits to `` self-defense ? ''
3421,0,0,How can I get my product licensed by the NBA ?
3422,1,17,What fast food is prepared with a `` secret blend of 11 herbs and spices ? ''
3423,0,12,What effect does a prism have on light ?
3424,4,13,How many people lived in Nebraska in the mid 1900s ?
3425,0,7,What is software piracy ?
3426,4,8,What year was Janet Jackson 's first album released ?
3427,0,0,How do you calculate the change in enthalpy of a chemical reaction ?
3428,3,4,Name of heroine in `` Scruples '' ?
3429,4,13,How many movies has Drew Barrymore been in ?
3430,3,4,What TV character sired a horse named Thunder ?
3431,0,12,What are some children 's rights ?
3432,5,14,What is the name of the planet that the Ewoks live on ?
3433,3,4,What baseball player was known as Charley Hustle ?
3434,3,4,Who killed Lee Harvey Oswald ?
3435,1,42,What 's the symbol for the zodiacal sign Gemini ?
3436,3,12,Who was Red Grange ?
3437,3,5,What hockey team did Wayne Gretzky play for ?
3438,1,10,What series of trials followed World War II ?
3439,3,5,What Ivy League school plays its home games at Palmer Stadium ?
3440,3,4,Who invented the fax machine ?
3441,4,40,How wide is the Atlantic Ocean ?
3442,0,0,How is the element strontium purified ?
3443,1,20,What was the eighth day following the Nones in each month of the Roman calendar called ?
3444,3,4,Who wrote the poem that starts `` I love your lips when they 're wet with wine and red with a warm desire '' ?
3445,3,4,What singer 's theme song was When the Moon Comes over the Mountain ?
3446,0,0,How did Peabody and Sherman travel through time ?
3447,3,12,Who was Santos-Dumont ?
3448,4,13,How many meters are in a mile ?
3449,1,23,What is a fear of money ?
3450,4,13,About how many soldiers died in World War II ?
3451,3,4,Who is Rocky 's and Bullwinkle 's ever-lost friend ?
3452,3,12,Who is Robin Williams ?
3453,3,4,Who thought he 'd never see a poem lovely as a tree ?
3454,3,4,Who created `` The Muppets '' ?
3455,0,0,How do you make dumplings ?
3456,5,14,"What celestial body has a diameter of 864 , 000 miles ?"
3457,1,20,The operating system that runs on IBM-compatible machines is called what ?
3458,3,5,What was the Ventura County police department that seized the county 's largest amount of cocaine ever ?
3459,1,2,What is the name of the Family Circus 's dog ?
3460,1,14,What did Martin Luther post on the church door at Wittenberg ?
3461,0,7,What is the meaning of the name Kathryn ?
3462,3,4,Name one of the major gods of Hinduism .
3463,5,18,What country borders Denmark to the south ?
3464,0,12,What should you do for an ankle sprain ?
3465,1,14,"What dropped 1 , 313 feet in 1980 ?"
3466,1,23,What is the name of the vaccine for chicken pox ?
3467,3,4,What two US biochemists won the Nobel Prize in medicine in 1992 ?
3468,3,5,What record company was formed by Herb Alpert and Jerry Moss ?
3469,5,14,Where do you find the answers for all these questions ?
3470,0,7,What is thermal equilibrium ?
3471,1,20,"What is a term for behavior , appearance , or expression that violates the accepted standards of sexual morality ?"
3472,3,5,What fast-food magnate 's initials graced the left sleeve of the San Diego Padres ' baseball uniforms in 1984 ?
3473,0,12,What is the origin of the typing practice sentence `` Now is the time for all good men to come to the aid of their country '' ?
3474,4,13,How many neurons are in the human brain ?
3475,1,23,What is a fear of reptiles ?
3476,1,1,What does Knight Ridder publish ?
3477,5,21,What city is . KDGE Radio located in ?
3478,1,14,What can one see in Reims ?
3479,0,0,How is an executioner determined ?
3480,5,21,What city was Bobby Kennedy assassinated in ?
3481,1,14,What 's the highest possible bid in Contract Bridge ?
3482,0,7,What is the medical condition of hypertension ?
3483,5,14,What London museum features a Chamber of Horrors ?
3484,5,21,What city is served by McCarren Airport ?
3485,4,13,How many lakes are there on the Earth ?
3486,0,7,What is Doegs ?
3487,3,4,Who else was considered for the role of Luke Skywalker when George Lucas was casting for Star Wars ?
3488,4,27,How long does a fly live ?
3489,1,16,What two major world religions began in India ?
3490,4,45,How many pounds are there in a stone ?
3491,1,23,What kind of poisoning is known as plumbism ?
3492,1,14,What is the greatest source of `` white '' magic in the Marvel Universe ?
3493,0,0,How do I find if my relatives were on the Trail of Tears ?
3494,4,14,What amount of folic acid should an expectant mother take daily ?
3495,0,0,How do you select wine ?
3496,3,4,Who was the king who signed the Magna Carta ?
3497,4,13,"How many miles is it from Frankfurt , Germany to Salzburg , Austria ?"
3498,4,13,How many chairs are shown in Vincent Van Gogh 's 188 work The Artist 's Room in Arles ?
3499,1,23,What is a fear of stings ?
3500,1,1,Jude Law was in what movie ?
3501,5,11,What state on the Gulf of Mexico has its lowest point five feet below sea level ?
3502,1,44,What was the name of Robert Fulton 's most famous steamboat ?
3503,5,14,Where can I find a case on Americans with Disabilities Act of 199 ?
3504,3,4,Who is the leader of India ?
3505,3,4,Who is the prophet that is most connected to the Dead Sea ?
3506,4,38,What are the chances of pregnacy if the penis does not penetrate the vagina ?
3507,0,7,What is infomatics ?
3508,0,9,What is the purpose of BIOS ?
3509,5,14,Where is the Keck telescope ?
3510,1,1,What is the name of the kids ' show from Canadian Public TV with the singing pineapple ?
3511,5,14,"Where are the apartments in Saint John , New Brunswick ?"
3512,3,4,Who wrote `` The Pit and the Pendulum '' ?
3513,5,18,What country did the Mau Mau Uprising take place in ?
3514,5,14,What are some good medical sites for information ?
3515,1,14,What does a resurrectionist steal ?
